2.9879000e+01 4.1589000e+01 -6.8986498e+00 1 2.0100000e+03
3.8983000e+01 4.3982000e+01 -3.7854861e+01 1 1.9580000e+03
3.9000000e+01 4.4032000e+01 -4.7655912e+01 1 1.9580000e+03
3.8917000e+01 4.3917000e+01 -3.4425036e+01 1 1.9580000e+03
3.9000000e+01 4.4050000e+01 -3.5621532e+01 1 1.9580000e+03
3.1500000e+01 4.3300000e+01 -4.5765147e+01 1 1.9780000e+03
2.9566700e+01 4.2433000e+01 -3.4141436e+01 1 1.9910000e+03
2.8316700e+01 4.2633000e+01 -3.5187462e+01 1 1.9880000e+03
3.4320000e+01 4.4370000e+01 -3.3787289e+01 1 1.9600000e+03
3.4267000e+01 4.4450000e+01 -2.1948638e+01 1 1.9860000e+03
3.5000000e+01 4.2883000e+01 -2.0981282e+01 1 1.9600000e+03
3.5000000e+01 4.2600000e+01 -5.0196937e+01 1 1.9600000e+03
3.5000000e+01 4.2433000e+01 -3.5985904e+01 1 1.9600000e+03
3.5000000e+01 4.2267000e+01 -2.4662234e+01 1 1.9600000e+03
3.5666700e+01 4.2083000e+01 -2.9871664e+01 1 1.9600000e+03
3.6133300e+01 4.1850000e+01 -1.6056659e+01 1 1.9600000e+03
3.6200000e+01 4.1917000e+01 -2.8938694e+01 1 1.9600000e+03
3.6266700e+01 4.1950000e+01 -1.0478846e+01 1 1.9600000e+03
3.6900000e+01 4.1817000e+01 -3.0050475e+01 1 1.9600000e+03
3.6800000e+01 4.1667000e+01 -3.2971388e+01 1 1.9600000e+03
3.6750000e+01 4.1600000e+01 -2.3673359e+01 1 1.9600000e+03
3.7666700e+01 4.1400000e+01 -2.3516883e+01 1 1.9600000e+03
3.7666700e+01 4.1983000e+01 -2.6593055e+01 1 1.9600000e+03
3.8300000e+01 4.1450000e+01 -2.5304642e+01 1 1.9600000e+03
3.8300000e+01 4.1200000e+01 -3.7013483e+01 1 1.9600000e+03
3.8300000e+01 4.1117000e+01 -2.6751301e+01 1 1.9600000e+03
3.9433300e+01 4.1967000e+01 -2.9254423e+01 1 1.9600000e+03
3.9433300e+01 4.1633000e+01 -1.7634016e+01 1 1.9600000e+03
3.9433300e+01 4.1383000e+01 -2.8352488e+01 1 1.9600000e+03
3.9466700e+01 4.1300000e+01 -8.3363348e+00 1 1.9600000e+03
4.1550000e+01 4.1700000e+01 -4.4322753e+01 1 1.9600000e+03
4.1450000e+01 4.1733000e+01 -3.3114811e+01 1 1.9600000e+03
4.0533300e+01 4.1217000e+01 -8.0610212e+01 1 1.9600000e+03
4.0533300e+01 4.1400000e+01 -2.9673953e+01 1 1.9600000e+03
4.0533300e+01 4.1900000e+01 -2.6182245e+01 1 1.9600000e+03
3.3300000e+01 4.4517000e+01 -6.0688199e+01 1 1.9610000e+03
3.3266700e+01 4.4483000e+01 -5.8583785e+01 1 1.9610000e+03
3.3216700e+01 4.4450000e+01 -5.0833870e+01 1 1.9610000e+03
3.2750000e+01 4.4100000e+01 -3.7884049e+01 1 1.9610000e+03
3.2566700e+01 4.3917000e+01 -2.6718132e+01 1 1.9610000e+03
3.0783300e+01 4.2683000e+01 -5.2043031e+01 1 1.9840000e+03
2.9516700e+01 4.2533000e+01 -5.2021424e+01 1 1.9860000e+03
2.9933300e+01 4.3450000e+01 -3.8556533e+01 1 1.9870000e+03
3.2466700e+01 4.5000000e+01 -4.7252454e+01 1 1.9890000e+03
2.9500000e+01 4.1750000e+01 -3.9911338e+01 1 1.9890000e+03
3.8900000e+01 4.3900000e+01 -3.2684633e+01 1 1.9640000e+03
3.8800000e+01 4.3750000e+01 -2.7113312e+01 1 1.9640000e+03
3.7900000e+01 4.4470000e+01 -3.2790636e+01 1 1.9590000e+03
3.5080000e+01 4.3930000e+01 -2.5542475e+01 1 1.9610000e+03
3.5080000e+01 4.4270000e+01 -2.5785335e+01 1 1.9610000e+03
3.4400000e+01 4.4320000e+01 -5.1267329e+01 1 1.9610000e+03
3.4650000e+01 4.4130000e+01 -4.1897780e+01 1 1.9610000e+03
3.4970000e+01 4.3900000e+01 -3.9438644e+01 1 1.9610000e+03
3.8970000e+01 4.3980000e+01 -2.5163215e+01 1 1.9610000e+03
3.8900000e+01 4.3920000e+01 -3.8807838e+01 1 1.9610000e+03
3.8850000e+01 4.3770000e+01 -3.6148448e+01 1 1.9610000e+03
3.8670000e+01 4.3550000e+01 -2.6600274e+01 1 1.9610000e+03
3.8530000e+01 4.3320000e+01 -2.5534637e+01 1 1.9610000e+03
3.4120000e+01 4.4350000e+01 -5.7776776e+01 1 1.9630000e+03
3.3320000e+01 4.4530000e+01 -5.7696761e+01 1 1.9630000e+03
3.3200000e+01 4.4430000e+01 -8.1604132e+01 1 1.9630000e+03
3.3320000e+01 4.4530000e+01 -7.9703036e+01 1 1.9650000e+03
3.4370000e+01 4.4400000e+01 -6.0842560e+01 1 1.9650000e+03
3.4470000e+01 4.4370000e+01 -5.2297542e+01 1 1.9650000e+03
3.8980000e+01 4.4020000e+01 -5.4717443e+01 1 1.9660000e+03
3.8980000e+01 4.4020000e+01 -5.3665074e+01 1 1.9660000e+03
3.8980000e+01 4.4020000e+01 -6.6247706e+00 1 1.9660000e+03
3.8970000e+01 4.3980000e+01 -8.0758678e+00 1 1.9660000e+03
2.8500000e+01 4.2000000e+01 -5.1908345e+01 1 1.9830000e+03
2.8550000e+01 4.1700000e+01 -3.5890977e+01 1 1.9830000e+03
2.9000000e+01 4.1670000e+01 -2.8199674e+01 1 1.9830000e+03
2.9470000e+01 4.1670000e+01 -3.2895543e+01 1 1.9830000e+03
2.9530000e+01 4.2020000e+01 -5.4901408e+01 1 1.9830000e+03
2.9000000e+01 4.2330000e+01 -5.2244156e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -3.5243227e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -4.5337957e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -5.1366237e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -3.6511430e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -5.0571336e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -3.0802440e+01 1 1.9830000e+03
2.9020000e+01 4.1980000e+01 -3.6039442e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -1.5986093e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -1.8723520e+01 1 1.9830000e+03
2.9020000e+01 4.2000000e+01 -3.3263610e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -3.2516122e+01 1 1.9830000e+03
2.9000000e+01 4.2020000e+01 -2.9430874e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -3.7977678e+01 1 1.9830000e+03
2.9020000e+01 4.2000000e+01 -4.0211573e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -5.2153451e+01 1 1.9830000e+03
2.8980000e+01 4.1980000e+01 -5.0709686e+01 1 1.9830000e+03
2.9020000e+01 4.2000000e+01 -3.8931414e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -4.0194352e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -5.2735925e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -5.1246380e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -4.5375290e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -4.9807247e+01 1 1.9830000e+03
2.9000000e+01 4.2000000e+01 -5.9565572e+01 1 1.9830000e+03
2.8980000e+01 4.2000000e+01 -4.4739076e+01 1 1.9830000e+03
2.9000000e+01 4.2020000e+01 -4.7927428e+01 1 1.9830000e+03
